day(d),hourOfDay,scenario,age(dd),age(days),Ta (degree),rh,cca (ppm),wind (m/s),soil water content,LAI per vine(m2),hourlyabsRad(J/m2),assimilatedCO2(umolco2/m2/s),biomBerry(kg/vine),freshWeightBerry(kg/vine),biomBerry(t/ha),freshWeightBerry(t/ha),berrySugarConcentration(gsugar/gh20),sourceLoading_b,SYNTHESIS_RATE,SYNTHESIS_RATE,KM_ROOTS,KM_BERRY,KM_RESERVES,KM_SECONDARY,HYDROLYSIS_RATE
34,8,1,472.81706134478225,66.75000198930502,24.3,0.45666668,400.0,2.9074075,0.32401705,0.29870664700865746,20155.505122224477,0.6012668276576228,0.4224964897931509,2.7819768866379784,2.1124824489657548,13.909884433189893,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
34,9,1,473.5034813086189,66.83333532512188,26.47408,0.42,400.0,3.6111112,0.32143053,0.29870664700865746,26452.683365875175,0.6822802439502353,0.4228804725168472,2.784505265187855,2.114402362584236,13.922526325939273,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
34,10,1,474.27431464195223,66.91666866093874,28.5,0.37,400.0,3.7777777,0.31935552,0.29870664700865746,30924.824353842556,0.705640673732333,0.42328003383650237,2.7871362228003527,2.116400169182512,13.935681114001763,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
34,11,1,475.1176353295641,67.0000019967556,30.239697,0.32,400.0,3.9444444,0.31802842,0.29870664700865746,33262.20083954262,0.6833435381957673,0.42367374747665487,2.7897286756924347,2.1183687373832742,13.948643378462174,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
34,12,1,476.01657756169607,67.08333533257246,31.574614,0.27,400.0,4.111111,0.31758025,0.29870664700865746,33253.26932994596,0.633168291756962,0.4240476794161581,2.7921908736940866,2.1202383970807905,13.960954368470434,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
34,13,1,476.9504849116004,67.16666866838932,32.413776,0.22333333,400.0,4.8055553,0.31785354,0.29870664700865746,30931.33454365305,0.584480600484206,0.4244011446115897,2.794518306057851,2.1220057230579483,13.972591530289256,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
34,14,1,477.8963182767229,67.25000200420618,32.7,0.17666666,400.0,5.5,0.31843907,0.29870664700865746,26446.46260046389,0.5464730927179896,0.42474089392850717,2.796755424636938,2.123704469642536,13.98377712318469,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
34,15,1,478.8302256266273,67.33333534002304,32.413776,0.13,400.0,6.1944447,0.31911612,0.29870664700865746,20150.519974209525,0.5104916580173371,0.4250719320370439,2.798935183259304,2.1253596601852194,13.994675916296519,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
34,16,1,479.72916785875924,67.4166686758399,31.574614,0.11333333,400.0,6.361111,0.31989568,0.29870664700865746,12547.22316088056,0.43587365924433263,0.42537883426427975,2.8009560163863334,2.126894171321399,14.004780081931667,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
34,17,1,480.5724885463711,67.50000201165676,30.239697,0.096666664,400.0,6.5277777,0.32128152,0.29870664700865746,4231.076406876487,0.17990088964424636,0.42557861209068576,2.802271476535591,2.1278930604534287,14.011357382677955,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
